,,,"0,  SMILE","eco-indicator 99, (H,A):ecosystem quality:total","1,  AtomNum_no_H","2,  AtomNum_H","3,  BalabanJ","4,  BertzCT","5,  Ipc","6,  HallKierAlpha","7,  Kappa1","8,  Kappa2","9,  Kappa3","10,  Chi0","11,  Chi0n","12,  Chi0v","13,  Chi1","14,  Chi1n","15,  Chi1v","16,  Chi2n","17,  Chi2v","18,  Chi3n","19,  Chi3v","20,  Chi4n","21,  Chi4v","22,  MolLogP","23,  MolMR","24,  MolWt","25,  ExactMolWt","26,  HeavyAtomCount","27,  HeavyAtomMolWt","28,  NHOHCount","29,  NOCount","30,  NumHAcceptors","31,  NumHDonors","32,  NumHeteroatoms","33,  NumRotatableBonds","34,  NumValenceElectrons","35,  CalcNumAmideBonds","36,  CalcNumAromaticRings","37,  CalcNumRings","38,  CalcNumSaturatedRings","39,  CalcNumAliphaticRings","40,  CalcNumAromaticCarbocycles","41,  CalcNumAromaticHeterocycles","42,  CalcNumHeterocycles","43,  CalcNumSaturatedCarbocycles","44,  CalcNumSaturatedHeterocycles","45,  CalcNumAliphaticCarbocycles","46,  CalcNumAliphaticHeterocycles","47,  RingCount","48,  FractionCSP3","49,  CalcNumSpiroAtoms","50,  CalcNumBridgeheadAtoms","51,  TPSA","52,  LabuteASA","53,  PEOE_VSA1","54,  PEOE_VSA2","55,  PEOE_VSA3","56,  PEOE_VSA4","57,  PEOE_VSA5","58,  PEOE_VSA6","59,  PEOE_VSA7","60,  PEOE_VSA8","61,  PEOE_VSA9","62,  PEOE_VSA10","63,  PEOE_VSA11","64,  PEOE_VSA12","65,  PEOE_VSA13","66,  PEOE_VSA14","67,  SMR_VSA1","68,  SMR_VSA2","69,  SMR_VSA3","70,  SMR_VSA4","71,  SMR_VSA5","72,  SMR_VSA6","73,  SMR_VSA7","74,  SMR_VSA8","75,  SMR_VSA9","76,  SMR_VSA10","77,  SlogP_VSA1","78,  SlogP_VSA2","79,  SlogP_VSA3","80,  SlogP_VSA4","81,  SlogP_VSA5","82,  SlogP_VSA6","83,  SlogP_VSA7","84,  SlogP_VSA8","85,  SlogP_VSA9","86,  SlogP_VSA10","87,  SlogP_VSA11","88,  SlogP_VSA12","89,  EState_VSA1","90,  EState_VSA2","91,  EState_VSA3","92,  EState_VSA4","93,  EState_VSA5","94,  EState_VSA6","95,  EState_VSA7","96,  EState_VSA8","97,  EState_VSA9","98,  EState_VSA10","99,  EState_VSA11","100,  VSA_EState1","101,  VSA_EState2","102,  VSA_EState3","103,  VSA_EState4","104,  VSA_EState5","105,  VSA_EState6","106,  VSA_EState7","107,  VSA_EState8","108,  VSA_EState9","109,  VSA_EState10","110,  CalcPBF","111,  CalcPMI1","112,  CalcPMI2","113,  CalcPMI3","114,  CalcNPR1","115,  CalcNPR2","116,  CalcRadiusOfGyration","117,  CalcInertialShapeFactor","118,  CalcEccentricity","119,  CalcAsphericity","120,  CalcSpherocityIndex","121,  CalcNumHBA","122,  CalcNumHBD","123,  CalcNumLipinskiHBA","124,  CalcNumLipinskiHBD","125,  NumRadicalElectrons"
10998,anhydrite//[RoW] anhydrite production,OS(=O)(=O)O.[Ca],O=S(=O)(O)O.[Ca],0.000143605,6,2,0,90.71649287,3.609640474,1.12974026,10.18045297,3.173112034,68.54624032,4.5,2.826278844,5.851144591,2,0.698481705,2.095445115,0.447833437,1.343500311,0,0,0,0,-1.0336,19.9314,138.157,137.9299705,6,136.141,2,4,2,2,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6,65.12195055,0,9.105499747,0,8.417796984,0,0,0,37.73823451,0,0,0,0,0,10.39900058,17.52329673,0,0,0,0,0,0,0,0,48.13723509,0,55.26153124,10.39900058,0,0,0,0,0,0,0,0,0,10.39900058,37.73823451,0,0,0,0,0,0,17.52329673,0,0,0,0,0,0,0,0,0,31.58333333,0,-4.666666667,0,31.99923154,354.1705644,386.1697959,0.082863113,0.917136887,1.684203956,0.028661216,0.996560939,0.772009547,0,2,2,4,2,2
10999,aniline//[RoW] aniline production,C1=CC=C(C=C1)N,Nc1ccccc1,0.031156828,7,7,3.02146531,134.1073697,47.19725257,-0.98,4.186112957,1.646196216,0.92905918,5.112884175,3.964101615,3.964101615,3.39384685,2.199358737,2.199358737,1.410683603,1.410683603,0.799572491,0.799572491,0.453038919,0.453038919,1.2688,30.8544,93.129,93.05784922,7,86.073,2,1,1,1,1,0,36,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,26.02,42.77129382,5.733667477,0,0,0,0,18.19910121,12.13273414,5.687386275,0,0,0,0,0,0,0,0,0,0,0,5.733667477,30.33183534,0,0,5.687386275,5.733667477,0,0,0,0,30.33183534,0,0,0,5.687386275,0,0,0,0,0,5.687386275,0,0,30.33183534,0,5.733667477,0,0,0,0,0,0,0,0,0,0,15.66666667,0,0,36.03089075,82.94334105,118.9742318,0.302846173,0.697153827,1.175690434,0.019348781,0.953039451,0.366608895,0,1,1,1,2,0
11007,anthranilic acid//[RoW] anthranilic acid production,C1=CC=C(C(=C1)C(=O)O)N,Nc1ccccc1C(=O)O,0.033592334,10,7,3.152941447,257.5379489,182.2382193,-1.51,6.60778563,2.389632707,1.074893623,7.560477932,5.242213232,5.242213232,4.715214055,2.793756347,2.793756347,1.892403013,1.892403013,1.191198503,1.191198503,0.691772246,0.691772246,0.967,37.8137,137.138,137.0476785,10,130.082,3,3,2,2,3,1,52,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,63.32,58.09199178,10.84019487,0,4.794537184,0,0,12.13273414,12.13273414,5.687386275,5.563451492,0,0,0,0,5.969305288,9.901064579,0,0,0,0,5.733667477,29.82891977,0,0,11.65669156,5.733667477,11.07583268,0,0,10.35798868,24.26546827,0,0,0,5.687386275,0,0,5.969305288,5.563451492,5.687386275,0,6.066367068,18.19910121,0,0,10.84019487,4.794537184,0,0,0,0,0,0,0,0,0,30,0,0,97.47228887,191.0418624,288.5141513,0.337842315,0.662157685,1.489275198,0.006793292,0.941202725,0.328885344,0,2,2,3,3,0
11008,anthraquinone//[RoW] anthraquinone production,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,O=C1c2ccccc2C(=O)c2ccccc21,0.6601243,16,8,2.348767906,506.137336,7740.566269,-2.22,9.038511761,3.136156554,1.069306335,11.12095586,8.435298734,8.435298734,7.7876937,5.062948829,5.062948829,3.749415854,3.749415854,2.83263241,2.83263241,2.048410259,2.048410259,2.462,59.749,208.216,208.0524295,16,200.152,0,2,2,0,2,0,76,0,2,3,0,1,2,0,0,0,0,1,0,3,0,0,0,34.14,92.5355946,0,9.589074368,0,0,0,48.53093655,0,22.25380597,0,0,11.56648989,0,0,0,9.589074368,0,0,0,0,0,70.78474251,0,0,11.56648989,0,11.56648989,0,0,31.84288033,48.53093655,0,0,0,0,0,0,0,11.56648989,22.25380597,0,0,48.53093655,0,0,0,9.589074368,0,0,0,0,0,0,0,0,0,40,0,0,228.4922072,526.3359212,754.8281284,0.302707595,0.697292405,1.94197695,0.003051712,0.953083476,0.36677288,0,2,0,2,0,0
11009,antimony//[RoW] antimony production,[Sb],[Sb],1.0573083,1,0,0,0,0,0.818181818,1.818181818,0.04040404,1.707070707,0,0.447213595,3,0,0,0,0,0,0,0,0,0,-0.3808,5.754,121.76,120.9038157,1,121.76,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93903063,0,0,0,0,0,0,0,24.42797885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.42797885,0,24.42797885,0,0,0,0,0,0,0,0,0,0,0,24.42797885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11014,"argon, liquid//[RoW] argon production, liquid",[Ar],[Ar],0.00947975,1,0,0,0,0,1.25974026,2.25974026,0.053554693,0.434997992,0,0.353553391,1.060660172,0,0,0,0,0,0,0,0,0,0,0,39.948,39.96238312,1,39.948,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.48424576,0,0,0,0,0,0,0,37.73823451,0,0,0,0,0,0,37.73823451,0,0,0,0,0,0,0,0,0,0,0,0,37.73823451,0,0,0,0,0,0,0,0,0,37.73823451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,arsine//[GLO] arsine production,[AsH3],[AsH3],0.51089399,1,3,0,0,0,0.558441558,1.558441558,0.349139233,3.721232256,0,0.707106781,3.674234614,0,0,0,0,0,0,0,0,0,-1.1839,9.939,77.946,77.9450716,1,74.922,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.80469398,0,0,0,0,0,0,0,0,0,0,0,0,0,17.95335933,0,0,0,0,0,0,0,0,0,17.95335933,0,17.95335933,0,0,0,0,0,0,0,0,0,0,0,17.95335933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11015,ascorbic acid//[RoW] ascorbic acid production,C(C(C1C(=C(C(=O)O1)O)O)O)O,O=C1OC(C(O)CO)C(O)=C1O,0.16815043,12,8,2.796067066,232.1928095,518.6003776,-1.27,8.823196645,2.99698026,1.213876845,9.300964908,5.967158282,5.967158282,5.574586063,3.195847561,3.195847561,2.309678208,2.309678208,1.47600228,1.47600228,0.822777035,0.822777035,-1.4074,35.2562,176.124,176.032088,12,168.06,4,6,6,4,6,2,68,0,0,1,0,1,0,0,1,0,0,0,1,1,0.5,0,0,107.22,67.32052975,25.16297253,0,4.794537184,0,0,0,0,0,6.606881965,6.103966388,11.86313126,5.759164872,0,5.969305288,29.95750972,0,0,0,12.20793278,6.606881965,11.51832974,0,0,5.969305288,0,45.21022961,9.531400138,0,0,11.51832974,0,0,0,0,0,0,36.30244977,0,0,0,0,0,0,4.736862954,20.42610958,4.794537184,0,0,0,0,0,0,0,0,0,43.66666667,0,0,139.7128437,413.9574061,553.6702498,0.252339445,0.747660555,1.81507015,0.005351409,0.967638778,0.434007251,0,6,4,6,4,0
11019,atrazine//[RoW] atrazine production,CCNC1=NC(=NC(=N1)Cl)NC(C)C,CCNc1nc(Cl)nc(NC(C)C)n1,0.042448244,14,14,2.831956368,301.7831549,1099.439255,-1.1,10.97751938,4.950243339,3.334193689,10.55204176,8.50406231,9.259991256,6.613392203,4.534658868,4.912623341,3.081022835,3.419084537,1.360787381,1.529818232,0.910006486,1.070114806,1.7771,57.7594,215.688,215.0937731,14,201.576,2,5,5,2,6,4,78,0,1,1,0,0,0,1,1,0,0,0,0,1,0.625,0,0,62.73,88.31804823,10.63357721,0,0,14.95193556,0,0,32.37215149,12.58659724,0,0,0,17.18026488,0,0,0,0,14.95193556,0,26.81305243,17.17833361,5.28358632,0,0,23.49761845,10.63357721,27.5385328,0,0,20.7712116,0,5.28358632,0,0,11.89667856,0,11.60093989,0,11.32542715,11.89667856,6.544756406,0,0,20.7712116,25.58551277,11.60093989,0,0,0,0,0,0,0,0,0,0,26.21747669,5.72696775,0,341.4625371,537.0617198,878.524257,0.388677415,0.611322585,2.08764893,0.001790306,0.921373902,0.287178154,0,5,2,5,2,0
11021,azodicarbonamide//[RoW] azodicarbonamide production,C(=O)(N)N=NC(=O)N,NC(=O)/N=N/C(N)=O,0.10607565,8,4,3.668626462,122.9737366,40.33920395,-1.46,6.54,2.669721591,4.54,6.568914101,3.86562431,3.86562431,3.625897658,1.632812155,1.632812155,0.876475336,0.876475336,0.247119712,0.247119712,0.098559856,0.098559856,-0.404,24.0228,116.08,116.0334254,8,112.048,4,6,2,2,6,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.9,44.55379658,11.46733495,0,9.589074368,0,0,10.22850025,0,0,0,0,0,0,0,12.06222902,9.589074368,0,0,21.69583521,0,0,0,0,0,12.06222902,11.46733495,12.06222902,0,0,0,10.22850025,0,0,0,9.589074368,0,0,12.06222902,0,0,0,0,0,0,21.69583521,0,9.589074368,0,0,0,0,0,0,0,0,0,31.33333333,0,0,45.68365281,240.4168909,286.1005437,0.159676917,0.840323083,1.597928295,0.018394393,0.987169328,0.597459402,0,2,2,6,4,0
1514,barium carbonate//[GLO] barium carbonate production,C(=O)([O-])[O-].[Ba+2],O=C([O-])[O-].[Ba+2],0.013125705,5,0,0,29.87430298,3.245112498,0.841428571,9.278560498,4.841428571,55.20933366,3.577350269,2.431851653,6.872559942,1.732050808,0.612372436,0.612372436,0.25,0.25,0,0,0,0,-2.8278,11.15,197.336,197.8899911,5,197.336,0,3,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.19,69.06538119,15.00759197,0,0,0,0,0,6.15536563,0,0,0,0,0,0,48.8810481,15.00759197,0,0,0,0,0,0,0,0,55.03641373,10.21305479,55.03641373,0,0,0,0,0,0,0,4.794537184,0,0,6.15536563,48.8810481,0,0,0,0,0,0,15.00759197,0,0,0,0,0,0,0,0,0,0,22.66666667,0,0,15.99900049,102.2555475,118.254548,0.135292898,0.864707102,0.774115504,0.05404757,0.990805648,0.649033811,0,3,0,3,0,0
1515,barium hydroxide//[GLO] barium hydroxide production,[OH-].[OH-].[Ba+2],[Ba+2].[OH-].[OH-],0.025193568,3,2,0,2.754887502,0,1.491428571,24.61421009,9.743054355,3.491428571,0,1.601533972,6.042242261,0,0,0,0,0,0,0,0,0,-0.7344,9.6256,171.342,171.9107265,3,169.326,2,2,2,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,58.90612518,10.95238367,0,0,0,0,0,0,0,0,0,0,0,0,48.8810481,10.95238367,0,0,0,0,0,0,0,0,48.8810481,0,59.83343177,0,0,0,0,0,0,0,0,0,0,0,59.83343177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.487812456,23.99986356,30.48767601,0.212801148,0.787198852,0.424326676,0.12133502,0.977095528,0.497449542,0,2,0,2,2,0
1516,barium oxide//[GLO] barium oxide production,O=[Ba],O=[Ba],0.022256748,2,0,2,2,2,1.371428571,3.371428571,2.371428571,0.100595238,2,1.115355072,5.556063361,1,0.288675135,2.101586702,0,0,0,0,0,0,-0.4996,6.4405,153.327,153.9001618,2,153.327,0,1,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,45.8188924,0,0,0,0,0,0,0,0,0,0,0,0,0,46.75076059,0.039861249,0,0,0,0,0,0,0,0,46.71089934,0,46.71089934,0.039861249,0,0,0,0,0,0,0,0,0,0,46.71089934,0,0,0,0,0,0,0.039861249,0,0,0,8.444444444,0,0,0,0,0,0,0,0,0,0,14.32957452,14.32957452,0,1,0.305708369,0,1,1,0,1,0,1,0,0
1517,barium sulfide//[GLO] barium sulfide production,[S-2].[Ba+2],[Ba+2].[S-2],0.005166508,2,0,0,2,0,1.921428571,9.065387334,2.921428571,0.441874668,0,1.115355072,6.372559942,0,0,0,0,0,0,0,0,0,-0.3832,13.119,169.395,169.8773182,2,169.395,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.13747277,13.49569335,0,0,0,0,0,0,0,0,0,0,0,0,48.8810481,0,0,0,0,0,0,0,0,0,62.37674145,0,48.8810481,13.49569335,0,0,0,0,0,0,0,0,0,0,62.37674145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.99661723,25.99661723,0,1,0.391749207,0,1,1,0,0,0,0,0,0
11047,benzal chloride//[RoW] benzal chloride production,C1=CC=C(C=C1)C(Cl)Cl,ClC(Cl)c1ccccc1,0.011438915,9,6,2.848234051,169.530842,129.2253387,-0.2,6.913636364,3.09218107,1.884458489,6.690234444,4.720030561,6.231888453,4.304530453,2.635794518,3.508666079,1.711380103,2.807644762,1.051548807,1.555501437,0.598517512,0.889474699,3.1628,40.889,161.031,159.9846556,9,154.983,0,0,0,0,2,1,48,0,1,1,0,0,1,0,0,0,0,0,0,1,0.142857143,0,0,0,64.40287769,0,0,0,0,23.20187978,30.33183534,5.563451492,0,0,4.83626969,0,0,0,0,0,0,0,0,4.83626969,0,35.89528683,0,0,23.20187978,0,0,0,0,10.39972118,30.33183534,0,0,0,0,0,23.20187978,4.83626969,0,0,5.563451492,0,0,30.33183534,0,23.20187978,0,0,0,0,0,0,0,0,0,0,10.08506173,11.13716049,0,89.20727779,265.8143349,355.0216127,0.251272809,0.748727191,1.513510243,0.008393118,0.967916306,0.435595647,0,0,0,0,0,0
11048,benzaldehyde//[RoW] benzaldehyde production,C1=CC=C(C=C1)C=O,O=Cc1ccccc1,0.02275824,8,6,2.991046915,167.001517,91.36757728,-1.11,5.035137881,2.262450086,0.936277399,5.819990956,4.372349906,4.372349906,3.931851653,2.435060998,2.435060998,1.528534733,1.528534733,0.935655255,0.935655255,0.531606339,0.531606339,1.4991,31.8295,106.124,106.0418648,8,100.076,0,1,1,0,1,1,40,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,17.07,47.95786733,0,4.794537184,0,0,0,30.33183534,0,5.563451492,0,6.286160523,0,0,0,0,4.794537184,0,0,0,0,0,35.89528683,0,0,6.286160523,0,6.286160523,0,0,10.35798868,30.33183534,0,0,0,0,0,0,0,0,0,11.84961201,0,12.13273414,18.19910121,0,0,4.794537184,0,0,0,0,0,0,0,0,0,20.66666667,0,0,39.6881865,149.5399743,189.2281608,0.20973721,0.79026279,1.37507984,0.019911789,0.977757794,0.502757462,0,1,0,1,0,0
1558,benzaldehyde-2-sulfonic acid//[GLO] benzaldehyde-2-sulfonic acid production,C1=CC=C(C(=C1)C=O)S(=O)(=O)[O-].[Na+],O=Cc1ccccc1S(=O)(=O)[O-].[Na+],0.05807358,13,5,1.44E-06,398.7084987,431.9931183,-0.2,12.8,4.876530612,3.206405613,9.190234444,6.927992798,9.744489379,5.553860121,3.055851809,4.4641001,2.10980136,3.457876056,1.315316605,2.225776764,0.805565243,1.455628368,-2.5928,39.7927,208.17,207.9806239,13,203.13,0,4,4,0,6,2,64,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,74.27,97.99990297,4.552749874,4.794537184,8.417796984,0,0,18.19910121,6.066367068,5.563451492,4.895483476,10.11812686,6.286160523,0,0,29.55728603,47.32237007,0,0,0,4.895483476,0,29.82891977,0,0,16.40428738,29.55728603,19.25670738,10.11812686,0,10.35798868,29.16095175,0,0,0,0,0,0,15.01361033,35.12073752,6.286160523,6.066367068,18.19910121,0,0,0,0,17.76508404,0,0,0,0,0,0,0,0,31.49444444,15.28238426,-4.526828704,0,179.015365,398.684392,577.699757,0.30987613,0.69012387,1.686413454,0.00385511,0.950776937,0.358441258,0,4,0,4,0,0
11049,benzene//[RoW] benzene production,C1=CC=CC=C1,c1ccccc1,0.006094335,6,6,3,71.96100506,34.39946188,-0.78,3.411570881,1.60576944,0.58239926,4.242640687,3.464101615,3.464101615,3,2,2,1.154700538,1.154700538,0.666666667,0.666666667,0.384900179,0.384900179,1.6866,26.442,78.114,78.04695019,6,72.066,0,0,0,0,0,0,30,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37.43140312,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,36.03089075,36.033,72.06389075,0.499985365,0.500014635,0.999985366,0.013877388,0.866033853,0.250000001,0,0,0,0,0,0
11053,benzyl alcohol//[RoW] benzyl alcohol production,C1=CC=C(C=C1)CO,OCc1ccccc1,0.021130239,8,8,2.832085835,145.7328145,91.36757728,-0.82,5.319275766,2.478228729,1.073981897,5.819990956,4.541071723,4.541071723,3.931851653,2.580464759,2.580464759,1.643712443,1.643712443,1.025398848,1.025398848,0.583419827,0.583419827,1.1789,32.3648,108.14,108.0575149,8,100.076,1,1,1,1,1,1,42,0,1,1,0,0,1,0,0,0,0,0,0,1,0.142857143,0,0,20.23,48.59057899,5.106527395,0,0,0,0,30.33183534,5.563451492,0,6.606881965,0,0,0,0,0,5.106527395,0,0,0,6.606881965,0,35.89528683,0,0,0,0,5.106527395,6.606881965,0,5.563451492,30.33183534,0,0,0,0,0,0,0,6.606881965,0,5.563451492,0,0,30.33183534,0,5.106527395,0,0,0,0,0,0,0,0,0,0,19.16666667,0,0,39.6881862,149.5399726,189.2281588,0.209737211,0.790262789,1.375079833,0.019911789,0.977757793,0.502757461,0,1,1,1,1,0
11054,benzyl chloride//[RoW] benzyl chloride production,C1=CC=C(C=C1)CCl,ClCc1ccccc1,0.010132874,8,7,2.832085835,145.7328145,91.36757728,-0.49,5.643155792,2.729135295,1.239206403,5.819990956,4.4718226,5.227751546,3.931851653,2.531498235,3.066020719,1.619229181,1.886490423,0.997128012,1.305734712,0.567097652,0.745271813,2.4254,35.999,126.586,126.0236279,8,119.53,0,0,0,0,1,1,42,0,1,1,0,0,1,0,0,0,0,0,0,1,0.142857143,0,0,0,54.09961146,0,0,0,0,11.60093989,30.33183534,5.563451492,5.880003445,0,0,0,0,0,0,0,0,0,0,5.880003445,0,35.89528683,0,0,11.60093989,0,0,5.880003445,0,5.563451492,30.33183534,0,0,0,0,0,11.60093989,0,0,5.880003445,0,5.563451492,0,30.33183534,0,11.60093989,0,0,0,0,0,0,0,0,0,0,11.7508642,5.52691358,0,40.36215145,213.8545509,254.2167024,0.158770651,0.841229349,1.458356094,0.020842034,0.987315492,0.599312405,0,0,0,0,0,0
11059,"bisphenol A, powder//[RoW] bisphenol A production, powder",CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0.016503966,17,16,2.412580781,447.9499585,6953.462595,-1.96,11.52320595,4.130982583,2.255382597,12.46625533,10.01322934,10.01322934,7.998037131,5.589948006,5.589948006,4.718748049,4.718748049,3.177985096,3.177985096,1.922860267,1.922860267,3.4237,68.3416,228.291,228.1150298,17,212.163,2,2,2,2,2,2,88,0,2,2,0,0,2,0,0,0,0,0,0,2,0.2,0,0,40.46,101.1717912,10.21305479,0,0,0,0,38.11294267,35.39237126,5.414990469,0,11.49902367,0,0,0,0,10.21305479,0,0,0,19.26246487,0,59.65783953,0,11.49902367,0,0,10.21305479,5.414990469,0,24.97437738,48.53093655,0,0,0,0,11.49902367,0,0,16.91401414,0,11.12690298,0,24.26546827,24.26546827,13.8474744,0,10.21305479,0,0,0,0,0,0,0,0,0,39.91666667,0,0,96.08376165,1160.562,1256.645762,0.076460499,0.923539501,2.433725606,0.009611817,0.997072611,0.788157127,0,2,2,2,2,0
11086,"borax, anhydrous, powder//[RoW] borax production, anhydrous, powder",B1(OB2OB(OB(O1)O2)[O-])[O-].[Na+].[Na+],[Na+].[Na+].[O-]B1OB2OB([O-])OB(O1)O2,0.0069137,13,0,7.20E-07,123.9181935,348.7750034,1.97974026,14.97974026,6.538085211,4.15287438,7.844934983,7.16713911,11.16713911,5.237183443,2.828427125,2.828427125,1.835114356,1.835114356,1.111111111,1.111111111,0.710209331,0.710209331,-10.2352,28.441,201.221,201.9811625,13,201.221,0,7,7,0,13,0,56,0,0,2,2,2,0,0,2,0,2,0,2,2,0,0,2,92.27,120.0556679,32.90731172,0,0,0,0,0,0,0,0,0,0,0,0,88.3994215,92.02188379,0,0,0,0,0,0,0,0,29.28484943,69.16261722,29.28484943,22.85926657,0,0,0,0,0,0,0,0,0,29.28484943,59.11457207,0,0,0,0,0,22.85926657,0,10.04804515,0,0,0,0,0,0,0,0,21.87527778,14.95805556,0,0,152.4288,1109.619441,1262.048241,0.120778901,0.879221099,2.504386341,0.005768077,0.992679433,0.681425925,0,7,0,7,0,0
1609,boric oxide//[GLO] boric oxide production,B(=O)OB=O,O=BOB=O,0.031894343,5,0,2.653163075,34.15772188,11.2451125,-0.47012987,4.52987013,3.52987013,3.52987013,4.121320344,2.37944541,2.37944541,2.414213562,0.942809042,0.942809042,0.328532853,0.328532853,0.111111111,0.111111111,0.022680461,0.022680461,-1.0676,13.966,69.621,70.00335466,5,69.621,0,3,3,0,5,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.37,29.88714901,0,0,0,0,0,0,0,0,0,0,0,0,0,28.68683715,13.98122648,0,0,0,0,0,0,0,0,14.70561068,0,14.70561068,13.98122648,0,0,0,0,0,0,0,0,0,0,14.70561068,0,0,0,0,0,4.571853314,9.409373161,0,0,0,0,0,0,0,0,0,3.472222222,18.02777778,0,0,3.726918343,112.21283,115.9397483,0.032145303,0.967854697,1.290464459,0.259693025,0.999483206,0.906664052,0,3,0,3,0,0
1610,boron carbide//[GLO] boron carbide production,B12B3C14B2B43,B12B3B4B1C234,0.10744488,5,0,2.711083506,106.2171655,21.4868683,0.25974026,1.398935703,0.135756277,0.020901547,2.809401077,2.809401077,2.809401077,2.488033872,2.488033872,2.488033872,3.103133692,3.103133692,3.420512188,3.420512188,2.658689248,2.658689248,-1.3084,25.709,55.259,56.0372216,5,55.259,0,0,0,0,4,0,16,0,0,4,4,4,0,0,4,0,4,0,4,4,1,1,0,0,31.938631,0,0,0,5.012397544,0,0,0,25.97733657,0,0,0,0,0,0,0,0,0,0,5.012397544,0,0,0,0,25.97733657,0,25.97733657,0,0,0,0,5.012397544,0,0,0,0,0,0,0,0,0,30.98973412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.583333333,0,0,8.302075959,16.77414033,25.07621629,0.33107371,0.66892629,0.673642522,0.080573376,0.943604895,0.335608274,0,0,0,0,0,0
1611,boron trifluoride//[GLO] boron trifluoride production,B(F)(F)F,FB(F)F,0.041857554,4,0,2.323790008,8,3.245112498,-0.145064935,3.854935065,1.205205729,64.42732129,3.577350269,1.711243688,1.711243688,1.732050808,0.654653671,0.654653671,0.24743583,0.24743583,0,0,0,0,0.8798,9.078,67.806,68.00451506,4,67.806,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84139404,0,12.94697668,0,0,0,0,0,0,0,0,0,0,0,7.544065189,12.94697668,0,0,0,0,0,0,0,0,7.544065189,0,7.544065189,0,0,0,0,0,0,0,12.94697668,0,0,7.544065189,0,0,0,0,0,0,0,0,12.94697668,0,0,0,0,0,0,0,0,29,-3.666666667,0,0,28.49533188,28.497,56.99233188,0.499985365,0.500014635,0.916799042,0.017547247,0.866033853,0.250000001,0,0,0,0,0,0
11100,bromine//[RoW] bromine production,BrBr,BrBr,0.018115923,2,0,1,0,2,0.96,2.96,1.96,0.001666667,2,0.755928946,3.927922024,1,0.142857143,3.857142857,0,0,0,0,0,0,1.6912,17.854,159.808,157.8366742,2,159.808,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.68636235,0,0,0,0,0,0,0,28.25538207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.25538207,0,0,0,0,0,0,0,0,0,0,0,28.25538207,0,0,0,0,0,0,0,28.25538207,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,39.952,39.952,0,1,0.5,0,1,1,0,0,0,0,0,0
