,,,"0,  SMILE","eco-indicator 99, (H,A):ecosystem quality:total","1,  AtomNum_no_H","2,  AtomNum_H","3,  BalabanJ","4,  BertzCT","5,  Ipc","6,  HallKierAlpha","7,  Kappa1","8,  Kappa2","9,  Kappa3","10,  Chi0","11,  Chi0n","12,  Chi0v","13,  Chi1","14,  Chi1n","15,  Chi1v","16,  Chi2n","17,  Chi2v","18,  Chi3n","19,  Chi3v","20,  Chi4n","21,  Chi4v","22,  MolLogP","23,  MolMR","24,  MolWt","25,  ExactMolWt","26,  HeavyAtomCount","27,  HeavyAtomMolWt","28,  NHOHCount","29,  NOCount","30,  NumHAcceptors","31,  NumHDonors","32,  NumHeteroatoms","33,  NumRotatableBonds","34,  NumValenceElectrons","35,  CalcNumAmideBonds","36,  CalcNumAromaticRings","37,  CalcNumRings","38,  CalcNumSaturatedRings","39,  CalcNumAliphaticRings","40,  CalcNumAromaticCarbocycles","41,  CalcNumAromaticHeterocycles","42,  CalcNumHeterocycles","43,  CalcNumSaturatedCarbocycles","44,  CalcNumSaturatedHeterocycles","45,  CalcNumAliphaticCarbocycles","46,  CalcNumAliphaticHeterocycles","47,  RingCount","48,  FractionCSP3","49,  CalcNumSpiroAtoms","50,  CalcNumBridgeheadAtoms","51,  TPSA","52,  LabuteASA","53,  PEOE_VSA1","54,  PEOE_VSA2","55,  PEOE_VSA3","56,  PEOE_VSA4","57,  PEOE_VSA5","58,  PEOE_VSA6","59,  PEOE_VSA7","60,  PEOE_VSA8","61,  PEOE_VSA9","62,  PEOE_VSA10","63,  PEOE_VSA11","64,  PEOE_VSA12","65,  PEOE_VSA13","66,  PEOE_VSA14","67,  SMR_VSA1","68,  SMR_VSA2","69,  SMR_VSA3","70,  SMR_VSA4","71,  SMR_VSA5","72,  SMR_VSA6","73,  SMR_VSA7","74,  SMR_VSA8","75,  SMR_VSA9","76,  SMR_VSA10","77,  SlogP_VSA1","78,  SlogP_VSA2","79,  SlogP_VSA3","80,  SlogP_VSA4","81,  SlogP_VSA5","82,  SlogP_VSA6","83,  SlogP_VSA7","84,  SlogP_VSA8","85,  SlogP_VSA9","86,  SlogP_VSA10","87,  SlogP_VSA11","88,  SlogP_VSA12","89,  EState_VSA1","90,  EState_VSA2","91,  EState_VSA3","92,  EState_VSA4","93,  EState_VSA5","94,  EState_VSA6","95,  EState_VSA7","96,  EState_VSA8","97,  EState_VSA9","98,  EState_VSA10","99,  EState_VSA11","100,  VSA_EState1","101,  VSA_EState2","102,  VSA_EState3","103,  VSA_EState4","104,  VSA_EState5","105,  VSA_EState6","106,  VSA_EState7","107,  VSA_EState8","108,  VSA_EState9","109,  VSA_EState10","110,  CalcPBF","111,  CalcPMI1","112,  CalcPMI2","113,  CalcPMI3","114,  CalcNPR1","115,  CalcNPR2","116,  CalcRadiusOfGyration","117,  CalcInertialShapeFactor","118,  CalcEccentricity","119,  CalcAsphericity","120,  CalcSpherocityIndex","121,  CalcNumHBA","122,  CalcNumHBD","123,  CalcNumLipinskiHBA","124,  CalcNumLipinskiHBD","125,  NumRadicalElectrons"
10915,acetoacetic acid//[RoW] acetoacetic acid production,CC(=O)CC(=O)O,CC(=O)CC(=O)O,0.033921457,7,6,3.31801959,83.10802962,19.09358393,-0.86,6.14,2.336829675,5.14,5.86180732,3.970816958,3.970816958,3.125897658,1.838961869,1.838961869,1.272530342,1.272530342,0.400171204,0.400171204,0.212963369,0.212963369,0.0501,22.9338,102.089,102.0316941,7,96.041,1,3,2,1,3,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,54.37,40.95135532,5.106527395,9.589074368,0,0,0,0,6.9237372,0,0,12.20406657,0,0,0,5.969305288,14.69560176,0,0,0,13.34455882,0,0,0,0,11.75255023,0,16.85907763,9.589074368,0,13.34455882,0,0,0,0,0,0,0,5.969305288,12.20406657,0,0,6.9237372,0,0,0,5.106527395,9.589074368,0,0,0,0,0,0,0,0,0,26.83333333,0,0,40.28858626,125.7690341,166.0576204,0.242618112,0.757381888,1.31492526,0.018798919,0.970121875,0.44873631,0,2,1,3,1,0
10916,acetone cyanohydrin//[RoW] acetone cyanohydrin production,CC(C)(C#N)O,CC(C)(O)C#N,0.006241096,6,7,3.552734355,74.52932501,12.16479704,-0.55,5.45,1.273147647,3.45,5.207106781,3.894427191,3.894427191,2.560660172,1.697213595,1.697213595,1.670820393,1.670820393,0.273606798,0.273606798,0,0,0.28088,21.9108,85.106,85.05276384,6,78.05,1,2,2,1,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,44.02,37.0208908,5.106527395,0,0,5.261891555,0,0,13.8474744,0,6.069221313,5.601050811,0,0,0,0,5.106527395,5.261891555,0,0,19.44852521,0,0,0,6.069221313,0,0,10.70757821,0,11.33111287,13.8474744,0,0,0,0,0,0,0,5.601050811,0,0,0,13.8474744,6.069221313,0,0,10.36841895,0,0,0,0,0,0,0,0,0,0,19.75,0,0,24.02094414,76.64237523,100.6633194,0.238626585,0.761373415,1.135662198,0.031696232,0.971111401,0.454948186,0,2,1,2,1,0
10917,"acetone, liquid//[RoW] acetone production, from isopropanol",CC(=O)C,CC(C)=O,0.010993893,4,6,2.803039488,26.26466251,3.245112498,-0.33,3.67,1.044531835,6.883957759,3.577350269,2.90824829,2.90824829,1.732050808,1.204124145,1.204124145,0.90824829,0.90824829,0,0,0,0,0.5953,16.355,58.08,58.04186481,4,52.032,0,1,1,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,17.07,25.63065736,4.794537184,0,0,0,0,0,13.8474744,0,0,5.783244946,0,0,0,0,4.794537184,0,0,0,13.8474744,0,0,0,0,5.783244946,0,5.783244946,4.794537184,0,13.8474744,0,0,0,0,0,0,0,0,5.783244946,0,0,13.8474744,0,0,0,0,4.794537184,0,0,0,0,0,0,0,0,0,12.66666667,0,0,18.01623503,21.69788823,39.71412327,0.453648062,0.546351938,0.873649494,0.030325533,0.891180922,0.256445507,0,1,0,1,0,0
10919,acetyl chloride//[RoW] acetyl chloride production,CC(=O)Cl,CC(=O)Cl,0.031234225,4,3,2.803039488,29.01955001,3.245112498,-0.04,3.96,1.297837838,1128.96,3.577350269,2.286212763,3.042141709,1.732050808,0.893106382,1.271070855,0.470258057,1.00252588,0,0,0,0,0.7717,16.534,78.498,77.9872424,4,75.474,0,1,1,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,17.07,29.56898147,0,4.794537184,0,0,0,0,11.60093989,6.9237372,0,0,0,5.242426768,0,0,4.794537184,0,0,0,6.9237372,0,0,0,0,16.84336666,0,5.242426768,4.794537184,0,6.9237372,0,0,0,0,0,0,11.60093989,0,5.242426768,0,0,6.9237372,0,0,11.60093989,0,4.794537184,0,0,0,0,0,0,0,0,0,10.14197531,4.635802469,0,20.38968025,36.81847937,57.20815962,0.356412099,0.643587901,0.870623338,0.031564394,0.934328858,0.311852456,0,1,0,1,0,0
10920,acetylene//[RoW] acetylene production,C#C,C#C,0.022759502,2,2,3,4.754887502,2,-0.44,1.56,0.56,-4.712727273,2,1.154700538,1.154700538,1,0.333333333,0.333333333,0,0,0,0,0,0,0.2494,9.89,26.038,26.01565006,2,24.022,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.10341853,0,0,0,0,12.84669979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84669979,0,0,0,0,12.84669979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84669979,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.67E-16,6.006276729,6.006276729,2.78E-17,1,0.500032333,0,1,1,0,0,0,0,0,0
10921,aclonifen//[RoW] aclonifen production,C1=CC=C(C=C1)OC2=C(C(=C(C=C2)[N+](=O)[O-])N)Cl,Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,0.045391803,18,9,2.361830968,587.3764363,12536.78094,-2.27,12.19389172,4.931151492,2.35614614,13.12095586,9.168725093,9.924654039,8.592224153,5.046028036,5.423992509,3.482706273,3.860670746,2.28903871,2.678899394,1.416269333,1.614651434,3.6227,69.0348,264.668,264.0301698,18,255.596,2,5,4,1,6,3,92,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,78.39,107.8981752,10.47053043,10.11431827,0,0,0,29.8000411,18.19910121,6.066367068,4.923311049,22.20904325,0,0,5.687386275,0,9.660174003,0,0,0,0,5.733667477,57.60152106,0,11.49902367,22.97571244,10.47053043,4.923311049,0,10.11431827,0,42.46456948,5.022633314,0,0,11.37477255,11.49902367,11.60093989,4.923311049,22.1469177,5.749511833,0,12.13273414,24.26546827,6.066367068,0,22.07147032,10.11431827,0,0,0,0,0,0,0,0,0,44.00654053,5.937903912,0,310.4426298,1132.125705,1442.568335,0.215201334,0.784798666,2.375697666,0.002527999,0.976569704,0.493330841,0,4,1,5,2,0
10922,acrolein//[RoW] acrolein production,C=CC=O,C=CC=O,0.00701552,4,4,2.732050808,24.26466251,6.854752972,-0.59,3.41,2.41,1.41,3.414213562,2.27005561,2.27005561,1.914213562,0.977283884,0.977283884,0.371785024,0.371785024,0.096225045,0.096225045,0,0,0.3713,16.261,56.064,56.02621475,4,52.032,0,1,1,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,24.94105432,0,4.794537184,0,0,0,6.578935684,6.076020107,0,0,6.286160523,0,0,0,0,4.794537184,0,0,0,0,0,12.65495579,0,0,6.286160523,0,6.286160523,4.794537184,0,0,12.65495579,0,0,0,0,0,0,0,0,6.286160523,0,6.076020107,0,0,6.578935684,4.794537184,0,0,0,0,0,0,0,0,0,0,14,0,0,2.395386871,52.09354666,54.48893353,0.043960979,0.956039021,1.023337512,0.399116749,0.999033249,0.873914766,0,1,0,1,0,0
10923,acrylic acid//[RoW] acrylic acid production,C=CC(=O)O,C=CC(=O)O,0.004265332,5,4,3.204805418,55.913403,9.651484454,-0.79,4.21,1.52152648,3.21,4.28445705,2.639918936,2.639918936,2.27005561,1.124654368,1.124654368,0.542361813,0.542361813,0.174620426,0.174620426,0,0,0.257,17.8328,72.063,72.02112937,5,68.031,1,2,1,1,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,29.73528808,5.106527395,0,4.794537184,0,0,6.578935684,0,6.076020107,0,0,0,0,0,5.969305288,9.901064579,0,0,0,0,0,12.65495579,0,0,5.969305288,0,11.07583268,4.794537184,0,0,12.65495579,0,0,0,0,0,0,5.969305288,0,0,6.076020107,0,0,0,6.578935684,5.106527395,4.794537184,0,0,0,0,0,0,0,0,0,19.66666667,0,0,22.893051,52.66625031,75.5593013,0.302981243,0.697018757,1.053878487,0.030446739,0.95299652,0.366449172,0,1,1,2,1,0
10933,adipic acid//[RoW] adipic acid production,C(CCC(=O)O)CC(=O)O,O=C(O)CCCCC(=O)O,0.024144439,10,10,3.05508994,113.7095059,116.6167454,-1.06,8.94,4.78480679,6.94,7.983127663,5.539350897,5.539350897,4.625897658,3.062568667,3.062568667,1.994583868,1.994583868,1.031284334,1.031284334,0.55245145,0.55245145,0.716,33.7396,146.142,146.0579088,10,136.062,2,4,2,2,4,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,74.6,58.4754733,10.21305479,9.589074368,0,0,0,0,12.84164325,12.84164325,0,0,0,0,0,11.93861058,19.80212916,0,0,0,25.68328649,0,0,0,0,11.93861058,0,22.15166537,9.589074368,0,25.68328649,0,0,0,0,0,0,0,11.93861058,12.84164325,12.84164325,0,0,0,0,0,10.21305479,9.589074368,0,0,0,0,0,0,0,0,0,35.33333333,0,0,47.61801756,610.498807,658.1168245,0.072354962,0.927645038,2.199292897,0.019480967,0.997378945,0.798640837,0,2,2,4,2,0
10954,"alkylbenzene sulfonate, linear, petrochemical//[RoW] alkylbenzene sulfonate production, linear, petrochemical",CCCCCCC(CCCCC)C1=CC=C(C=C1)S(=O)(=O)O,CCCCCCC(CCCCC)c1ccc(S(=O)(=O)O)cc1,0.01100015,22,30,2.710864325,505.6387355,60369.24331,-0.87,19.17732608,10.00861831,6.926475699,16.42443896,13.92267084,14.73916742,10.48571177,8.560784147,10.00084748,6.086142581,7.507679781,4.211642062,5.079526279,2.847884338,3.327905447,5.5676,91.8986,326.502,326.1915658,22,296.262,1,3,2,1,4,11,126,0,1,1,0,0,1,0,0,0,0,0,0,1,0.666666667,0,0,54.37,135.4393445,0,4.552749874,0,8.417796984,0,70.9259599,36.45573492,0,4.895483476,0,0,0,10.11812686,0,12.97054686,0,0,0,82.44825853,0,29.82891977,0,0,10.11812686,0,12.97054686,10.11812686,0,83.11622654,29.16095175,0,0,0,0,0,0,10.11812686,4.895483476,5.917906046,12.84164325,62.64193699,0,12.13273414,13.8474744,4.552749874,8.417796984,0,0,0,0,0,0,0,0,31.31335469,23.86044936,-4.090470717,0,476.0237388,2568.941724,3044.965463,0.156331408,0.843668592,3.205923909,0.001772325,0.987704658,0.604324303,0,2,1,3,1,0
10953,"alkylbenzene, linear//[RoW] alkylbenzene production, linear",CCCCCCCCCC1=CC=CC=C1,CCCCCCCCCCCCc1ccccc1,0.010977034,18,30,1.816066575,262.6266163,14064.96447,-0.78,15.27807201,11.31835755,8.331190758,12.89105877,12.16492594,12.16492594,8.931851653,7.971343774,7.971343774,5.417579075,5.417579075,3.661829883,3.661829883,2.46123825,2.46123825,6.15,81.99,246.438,246.234751,18,216.198,0,0,0,0,0,11,102,0,1,1,0,0,1,0,0,0,0,0,0,1,0.666666667,0,0,0,113.8107085,0,0,0,0,0,95.04296715,18.40509474,0,0,0,0,0,0,0,0,0,0,0,77.55277505,0,35.89528683,0,0,0,0,0,6.420821623,0,76.69540492,30.33183534,0,0,0,0,0,0,0,0,0,0,76.19248934,0,0,37.25557254,0,0,0,0,0,0,0,0,0,0,0,30.16666667,0,0,57.57716667,3365.570652,3423.147819,0.016819948,0.983180052,3.979119579,0.017075867,0.999858535,0.950388889,0,0,0,0,0,0
15523,"allyl chloride//[RoW] allyl chloride production, reaction of propylene and chlorine",C=CCCl,C=CCCl,0.006047599,4,5,2.296835262,17.2451125,6.854752972,0.03,4.03,3.03,2.03,3.414213562,2.369528305,3.125457251,1.914213562,1.083757823,1.618280307,0.442978485,0.751585184,0.109108945,0.327326835,0,0,1.4112,20.917,76.526,76.00797784,4,71.486,0,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,31.08279845,0,0,0,0,18.17987557,6.076020107,0,5.880003445,0,0,0,0,0,0,0,0,0,0,0,5.880003445,12.65495579,0,0,11.60093989,0,5.880003445,0,0,0,12.65495579,0,0,0,0,0,11.60093989,0,0,5.880003445,0,0,6.076020107,0,6.578935684,11.60093989,0,0,0,0,0,0,0,0,0,0,5.543209877,5.067901235,0,2.448636963,73.16621021,75.61484718,0.032383018,0.967616982,1.028473346,0.395165554,0.999475533,0.905996925,0,0,0,0,0,0
10957,alpha-naphthol//[RoW] alpha-naphthol production,C1=CC=C2C(=C1)C=CC=C2O,Oc1cccc2ccccc12,0.023427192,11,8,2.913161164,374.0344904,505.7637346,-1.5,6.225623583,2.274078478,0.944444444,7.681798276,5.98866548,5.98866548,5.377010098,3.544974003,3.544974003,2.498274283,2.498274283,1.766621419,1.766621419,1.208312051,1.208312051,2.5454,45.6128,144.173,144.0575149,11,136.109,1,1,1,1,1,0,54,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,20.23,64.9073014,5.106527395,0,0,0,0,36.39820241,11.45259128,5.386224214,0,5.749511833,0,0,0,0,5.106527395,0,0,0,0,0,42.46456948,0,5.749511833,10.77244843,0,5.106527395,0,0,0,42.46456948,0,10.77244843,0,0,5.749511833,0,0,0,5.749511833,10.77244843,0,6.066367068,36.39820241,0,0,5.106527395,0,0,0,0,0,0,0,0,0,25,0,0,117.0340399,205.838483,322.8725229,0.362477546,0.637522454,1.540182278,0.005447325,0.931992504,0.306737276,0,1,1,1,1,0
10958,alpha-picoline//[RoW] alpha-picoline production,CC1=CC=CC=N1,Cc1ccccn1,0.017504545,7,7,3.02146531,134.1073697,47.19725257,-0.85,4.312601626,1.73496748,0.999576996,5.112884175,4.256614672,4.256614672,3.39384685,2.270480822,2.270480822,1.471118867,1.471118867,0.812775362,0.812775362,0.448139192,0.448139192,1.39002,28.974,93.129,93.05784922,7,86.073,0,1,1,0,1,0,36,0,1,1,0,0,0,1,1,0,0,0,0,1,0.166666667,0,0,12.89,43.01599321,0,4.983978521,0,0,0,6.066367068,19.05647134,11.89077157,0,0,0,0,0,0,0,0,4.983978521,0,6.9237372,0,30.08987277,0,0,0,0,4.983978521,0,6.9237372,5.693927995,24.39594478,0,0,0,0,0,0,0,0,0,5.693927995,0,6.196843572,25.12283841,4.983978521,0,0,0,0,0,0,0,0,0,0,0,14.66666667,0,0,37.49246276,77.30732372,114.7997865,0.326590004,0.673409996,1.154880558,0.01796121,0.945166107,0.34021308,0,1,0,1,0,0
1425,aluminium chloride//[GLO] aluminium chloride production,[Al](Cl)(Cl)Cl,Cl[AlH3](Cl)Cl,0.02940913,4,3,2.323790008,8,3.245112498,1.402467532,5.402467532,2.629612876,9.984433118,3.577350269,1.133893419,3.401680257,1.732050808,0,0,0,0,0,0,0,0,0.8846,27.498,136.365,134.9115718,4,133.341,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.65084248,0,0,0,0,0,0,0,0,0,0,0,0,0,41.53173658,0,0,0,0,0,0,0,0,0,41.53173658,0,11.38436473,0,0,0,0,0,0,0,0,0,30.14737184,11.38436473,0,0,0,0,0,0,0,30.14737184,0,0,0,0,0,0,0,0,0,0,0,12.66666667,0,53.17638704,53.17950001,106.355887,0.499985365,0.500014635,0.893097581,0.009402945,0.866033853,0.250000001,0,0,0,0,0,0
10966,aluminium fluoride//[RoW] aluminium fluoride production,F[Al](F)F,F[AlH3](F)F,0.021537338,4,3,2.323790008,8,3.245112498,0.322467532,4.322467532,1.623448653,39.06139056,3.577350269,1.133893419,1.133893419,1.732050808,0,0,0,0,0,0,0,0,0.0767,13.263,87,87.00022339,4,83.976,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0530742,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09934882,10.57193374,0,0,0,0,0,0,0,0,15.52741508,0,15.52741508,0,0,0,0,0,0,0,10.57193374,0,0,15.52741508,0,0,0,0,0,0,0,0,10.57193374,0,0,0,0,0,0,0,0,29.75,0,0,0,28.49533188,28.497,56.99233188,0.499985365,0.500014635,0.823816756,0.017547247,0.866033853,0.250000001,0,0,0,0,0,0
1135,aluminium oxide//[UN-OCEANIA] aluminium oxide production,[O-2].[O-2].[O-2].[Al+3].[Al+3],[AlH3+3].[AlH3+3].[O-2].[O-2].[O-2],0.006476914,5,6,0,4.854752972,0,0.944935065,162.8037375,86.18593162,48.02950479,0,1.224744871,1.224744871,0,0,0,0,0,0,0,0,0,-2.7242,21.9375,108.009,107.9947713,5,101.961,0,3,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,51.55776403,16.42857551,0,0,0,0,0,0,0,0,0,0,0,0,34.72213024,16.42857551,0,0,0,0,0,0,0,0,34.72213024,0,34.72213024,16.42857551,0,0,0,0,0,0,0,0,0,0,51.15070575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9985,83.52570194,107.5242019,0.223191612,0.776808388,1.02691872,0.032369039,0.974774591,0.47986865,0,0,0,3,0,0
10975,"aluminium sulfate, powder//[RoW] aluminium sulfate production, powder",[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[AlH3+3].[AlH3+3],0.008214584,17,6,-4.00E-08,340.6558969,175.6252855,0.674935065,30.59106829,11.74782454,7883.018477,13.5,6.123724357,8.5732141,6,2,6,1.224744871,3.674234614,0,0,0,0,-6.3818,51.3018,348.201,347.8652159,17,342.153,0,12,12,0,17,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.78,118.0286181,27.31649924,25.25339095,0,0,0,0,0,31.19700174,0,0,0,0,0,34.72213024,52.5698902,0,0,0,0,0,0,0,0,65.91913198,0,87.29202043,31.19700174,0,0,0,0,0,0,0,0,0,31.19700174,34.72213024,0,0,0,0,0,0,52.5698902,0,0,0,0,0,0,0,0,0,102.25,0,-15.5,0,117.0886869,2173.75202,2290.840707,0.051111667,0.948888333,2.587541177,0.008104014,0.998692945,0.854502207,0,12,0,12,0,0
10985,"ammonia, liquid//[RoW] ammonia production, steam reforming, liquid",N,N,0.007784944,1,3,0,0,0,-0.04,0.96,-27.04,-104.04,0,0.707106781,0.707106781,0,0,0,0,0,0,0,0,0,0.162,5.0221,17.031,17.0265491,1,14.007,3,1,1,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7.504228124,6.15054635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15054635,0,0,0,0,0,0,0,6.15054635,0,0,0,0,0,0,0,0,0,0,0,0,6.15054635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0
10986,ammonium bicarbonate//[RoW] ammonium bicarbonate production,C(=O)(O)[O-].[NH4+],O=C([O-])O.[NH4+],0.007443121,5,5,0,29.87430298,3.245112498,-0.77,8.874332281,3.23,8.241975038,3.577350269,2.763710176,2.763710176,1.732050808,0.631855088,0.631855088,0.265907519,0.265907519,0,0,0,0,-0.7361,14.0096,79.055,79.02694302,5,74.015,5,4,2,2,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.86,28.624991,21.15813832,0,0,0,0,0,0,0,0,0,0,6.15536563,0,0,15.00759197,0,6.15054635,0,0,0,0,0,0,6.15536563,11.25707375,11.26189302,0,0,0,0,0,0,0,4.794537184,0,0,6.15536563,6.15054635,0,0,0,0,0,0,15.00759197,0,0,0,0,0,0,0,0,0,0,21.66666667,0,0,23.99710282,129.5530775,153.5501803,0.156281828,0.843718172,1.440340902,0.035159168,0.987712504,0.604426546,0,2,2,4,5,0
10987,ammonium carbonate//[RoW] ammonium carbonate production,C(=O)([O-])[O-].[NH4+].[NH4+],O=C([O-])[O-].[NH4+].[NH4+],0.009601315,6,8,-4.50E-08,31.77443751,3.245112498,-0.81,18.99796897,8.890110506,23.31894376,3.577350269,3.724744871,3.724744871,1.732050808,0.612372436,0.612372436,0.25,0.25,0,0,0,0,-1.6946,17.3656,96.086,96.05349212,6,88.022,8,5,3,2,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.19,34.76074136,27.30868467,0,0,0,0,0,6.15536563,0,0,0,0,0,0,0,15.00759197,0,12.3010927,0,0,0,0,0,0,6.15536563,22.51414749,6.15536563,0,0,0,0,0,0,0,4.794537184,0,0,6.15536563,12.3010927,0,0,0,0,0,0,15.00759197,0,0,0,0,0,0,0,0,0,0,22.66666667,0,0,116.2496655,178.8503785,295.100044,0.393933067,0.606066933,1.831002853,0.005213494,0.919139129,0.283750583,0,3,2,5,8,0
1451,ammonium chloride//[GLO] ammonium chloride production,[NH4+].[Cl-],[Cl-].[NH4+],0.012845541,2,4,0,2,0,0.25,56.25,1.25,2.25,0,1.377964473,2.133893419,0,0,0,0,0,0,0,0,0,-2.6198,5.9848,53.492,53.00322681,2,49.46,4,1,0,1,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,19.65732138,18.55757951,0,0,0,0,0,0,0,0,0,0,0,0,0,12.40703316,0,6.15054635,0,0,0,0,0,0,0,18.55757951,0,0,0,0,0,0,0,0,0,0,0,0,18.55757951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61E-16,93.22623887,93.22623887,-1.73E-18,1,1.372909865,0,1,1,0,0,1,1,4,0
10988,"ammonium nitrate, as N//[RoW] ammonium nitrate production",[NH4+].[N+](=O)([O-])[O-],O=[N+]([O-])[O-].[NH4+],0.037485579,5,4,0,27.87430298,3.245112498,-0.84,8.903484225,3.16,6.026213152,3.577350269,2.671958467,2.671958467,1.732050808,0.547722558,0.547722558,0.223606798,0.223606798,0,0,0,0,0.1371,16.3462,80.043,80.02219199,5,76.011,4,5,3,1,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.7,27.91130725,21.47211764,0,0,0,0,0,0,0,5.086619043,0,0,0,0,0,5.086619043,0,6.15054635,0,0,0,15.32157129,0,0,0,6.15054635,5.086619043,0,15.32157129,0,0,0,0,0,0,0,0,5.086619043,6.15054635,0,0,0,0,0,0,15.32157129,0,0,0,0,0,0,0,0,0,0,23,0,0,23.9970919,129.3763627,153.3734546,0.156461833,0.843538167,1.420485735,0.035151683,0.987684005,0.604055416,0,3,1,5,4,0
10990,"ammonium sulfate, as N//[RoW] ammonium sulfate production",[NH4+].[NH4+].[O-]S(=O)(=O)[O-],O=S(=O)([O-])[O-].[NH4+].[NH4+],0.014005266,7,8,-8.00E-08,92.85820232,3.609640474,-0.21,15.84705196,3.962711572,1885.898844,4.5,4.041241452,4.857738033,2,0.666666667,2,0.40824829,1.224744871,0,0,0,0,-0.5856,22.4442,132.141,132.0204777,7,124.077,8,6,4,2,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.26,41.27768328,21.40659245,8.417796984,0,0,0,0,0,10.39900058,0,0,0,0,0,0,17.52329673,0,12.3010927,0,0,0,0,0,0,10.39900058,12.3010927,17.52329673,10.39900058,0,0,0,0,0,0,0,0,0,10.39900058,12.3010927,0,0,0,0,0,0,17.52329673,0,0,0,0,0,0,0,0,0,34.08333333,0,-5.166666667,0,135.1805476,229.4164161,364.5969636,0.370767069,0.629232931,1.714197596,0.004654759,0.928725891,0.300103451,0,4,2,6,8,0
1455,ammonium thiocyanate//[GLO] ammonium thiocyanate production,C(#N)[S-].[NH4+],N#C[S-].[NH4+],0.010000023,4,4,0,27.509775,2.754887502,-0.33,9.381140593,16.58802183,6.883957759,2.707106781,2.355461886,3.171958467,1.414213562,0.427730943,0.835979233,0.091287093,0.273861279,0,0,0,0,0.39058,18.9628,76.124,76.00951913,4,72.092,4,2,2,1,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.29,30.42264774,18.7793355,0,5.261891555,0,0,5.401253297,0,0,0,0,0,0,0,0,0,5.261891555,6.15054635,0,0,0,0,0,5.401253297,12.62878915,6.15054635,0,12.62878915,10.66314485,0,0,0,0,0,0,0,0,0,6.15054635,0,0,5.401253297,0,0,12.62878915,5.261891555,0,0,0,0,0,0,0,0,0,0,8.467592593,3.699074074,0,30.11856512,104.856818,134.9753831,0.223141172,0.776858828,1.368307626,0.025793355,0.974786139,0.479952433,0,2,1,2,4,0
